1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd
803,0,2,0,116,1,604,360,2,1941,803,3,5000,50,0,0,6,5,720,1941,1950
780,840,4,3,493,4,0,462,0,1969,1620,3,10793,80,263,0,5,5,780,1969,1969
2097,0,1,2,1721,6,356,1134,0,2005,2097,0,20896,49,0,267,5,8,2077,2005,2006
1869,0,2,3,0,5,1869,617,1,2007,1869,0,7820,68,362,54,5,9,1869,2007,2007
956,930,0,3,0,5,930,431,0,1998,1886,2,11214,69,0,0,5,7,930,1998,1999
480,0,0,0,50,1,430,308,3,1958,480,3,9000,50,0,0,3,2,480,1949,1950
1296,0,2,4,0,6,0,516,2,1967,1296,3,10791,72,0,0,5,4,0,1967,1967
816,0,2,2,690,0,126,288,2,1958,816,3,8877,67,0,0,6,4,816,1938,1958
1601,0,3,3,704,0,567,478,1,1978,1601,3,11880,82,206,0,5,7,1271,1978,1978
962,830,3,3,0,5,936,451,0,2000,1792,3,10261,93,318,0,5,6,936,2000,2000
1352,1168,5,3,1012,2,326,796,1,1993,2520,2,14541,69,0,55,7,8,1338,1993,1993
1144,0,3,0,748,6,102,796,1,1959,1144,3,8163,70,128,0,6,5,1144,1959,1959
990,1611,4,3,0,5,612,621,1,1998,2601,3,9842,51,0,0,6,5,612,1921,1998
972,605,3,3,0,5,972,312,2,1939,1577,1,6435,65,0,0,5,6,972,1939,1950
970,0,2,3,630,2,340,624,2,1996,970,3,8480,80,0,24,6,5,970,1963,1963
2036,0,3,1,1236,0,80,513,1,1965,2036,3,215245,150,0,0,5,7,2136,1965,1965
1026,0,3,3,439,2,115,440,1,1969,1026,2,7930,61,0,48,8,6,1026,1969,2005
698,0,2,3,0,5,698,0,3,0,698,3,9405,50,0,200,9,5,698,1947,2008
1533,0,2,1,655,0,878,576,2,1975,1533,2,70761,62,0,54,5,7,1533,1975,1975
854,0,2,3,360,4,360,660,3,1991,1382,3,12358,69,0,0,6,5,720,1941,1950
1391,0,2,2,16,6,1375,530,3,2004,1391,2,4282,59,0,158,5,7,1391,2004,2004
1078,0,2,2,49,6,0,240,2,1950,1078,2,9717,68,0,0,6,5,1078,1950,1996
1296,0,2,3,1005,2,262,471,0,2001,1296,2,6853,69,136,25,5,8,1267,2001,2002
1442,0,4,3,608,4,834,301,1,1958,1442,3,9750,75,243,0,6,6,1442,1958,1958
1024,940,4,0,0,5,940,0,3,0,1964,3,8525,55,0,192,6,5,940,1911,1950
1502,0,3,3,0,5,1502,644,1,2009,1502,2,9541,79,268,114,5,7,1502,2009,2009
1392,0,3,3,1040,4,352,458,1,1957,1392,3,11900,80,387,0,5,6,1392,1957,1957
1768,0,4,3,0,5,1768,0,3,0,1768,3,10778,72,0,0,5,4,1768,1968,1968
1582,0,4,0,812,4,812,390,2,1964,1582,3,36500,69,621,198,5,5,1624,1964,1964
958,0,2,2,498,1,460,301,1,1960,958,3,12772,69,0,0,8,6,958,1960,1998
894,0,2,0,777,4,117,600,1,1985,894,3,7200,60,0,0,5,5,894,1972,1972
1224,0,2,3,883,2,341,402,0,1999,1224,3,4500,69,425,304,5,6,1224,1999,1999
1742,590,3,0,1280,2,402,846,0,2008,2332,0,12474,96,272,134,5,10,1682,2007,2008
1269,0,2,3,24,2,1232,430,0,2004,1269,2,3182,43,16,20,5,8,1256,2004,2005
1776,0,3,1,80,2,1652,712,0,2006,1776,2,15306,93,100,0,5,8,1732,2006,2007
728,728,3,3,0,5,728,390,0,2005,1456,2,8461,65,0,24,5,6,728,2005,2006
1194,0,3,2,655,0,0,539,0,1954,1194,3,8910,79,0,0,6,6,655,1959,1959
1008,0,2,3,643,1,365,240,2,1953,1008,2,8923,66,0,18,7,5,1008,1953,2006
1555,0,2,0,16,2,1357,430,0,2005,1555,2,3182,43,16,20,5,7,1373,2005,2006
892,892,4,2,0,5,747,180,2,1914,1784,3,13132,96,0,40,5,5,747,1914,1950
1108,0,3,3,0,5,637,280,2,1930,1108,2,7449,57,0,0,7,7,637,1930,1950
754,640,3,3,0,6,384,400,0,2007,1394,2,9735,73,0,0,5,5,384,2006,2007
980,734,0,3,394,6,586,496,2,1988,1714,3,10421,80,42,66,5,7,980,1988,1988
882,0,3,4,0,6,0,294,1,1959,882,3,8339,69,0,0,7,5,0,1959,1959
1306,0,3,3,0,5,728,0,3,0,1306,1,5350,55,0,0,2,3,728,1940,1966
626,591,3,3,0,6,626,288,1,1980,1217,3,10762,75,0,28,6,6,626,1980,1980
990,0,3,3,495,2,495,299,2,1996,990,3,8775,65,0,64,5,5,990,1994,1994
1132,1320,4,0,0,5,1117,691,3,2004,2452,2,13418,108,132,32,5,8,1117,2004,2005
848,0,1,0,685,2,163,420,3,2003,848,2,4435,69,170,0,5,6,848,2003,2003
697,672,3,3,551,1,121,300,3,1930,1369,3,6629,54,0,0,6,6,672,1925,1950
1218,0,2,3,27,2,1191,676,0,2009,1218,2,7862,75,0,102,5,6,1218,2009,2009
1423,748,3,3,0,5,588,672,0,1993,2555,3,11526,79,0,0,7,6,588,1922,1994
1247,0,1,3,1039,2,208,550,0,2005,1247,2,3316,37,0,84,5,8,1247,2005,2005
1542,1330,4,3,896,0,434,619,0,1977,2872,3,12227,69,424,282,7,6,1330,1977,1995
1652,0,2,1,1480,2,120,482,3,2008,1652,2,5587,64,186,53,5,8,1600,2008,2008
1844,0,3,3,705,1,1139,546,1,1977,1844,3,11751,105,480,122,6,6,1844,1977,1977
1113,858,3,2,341,2,772,689,1,2005,1971,2,9675,75,0,48,5,7,1113,2005,2005
1007,793,3,3,0,5,982,463,0,2000,1800,3,8123,60,16,63,5,6,982,2000,2000
1062,887,3,3,750,2,300,574,0,1993,1949,2,9938,80,246,90,5,7,1050,1993,1994
630,0,1,0,150,3,0,0,3,0,630,3,1491,21,0,24,6,4,630,1972,1972
1494,0,0,2,922,2,572,530,1,2002,1494,2,12803,88,99,36,5,7,1494,2002,2002
600,0,0,3,0,5,600,0,3,0,968,3,5925,50,0,0,6,3,600,1910,1950
1274,0,3,3,925,2,349,508,3,2005,1274,2,8814,68,80,98,5,7,1274,2005,2007
1520,0,3,0,674,1,350,364,1,1955,1520,3,9600,80,164,0,6,6,1156,1955,1972
1285,0,3,3,0,5,660,528,1,1977,1285,3,8197,71,148,0,5,6,660,1977,1977
807,702,3,3,0,5,783,393,0,2003,1509,2,7875,63,0,75,5,7,783,2003,2003
1142,793,3,3,0,5,793,550,1,1976,1935,3,12384,69,233,113,7,7,793,1976,1976
816,0,3,0,816,2,0,0,3,0,816,3,11841,81,104,32,5,6,816,1990,1990
1200,0,2,3,833,6,343,555,1,2003,1200,2,10083,67,0,41,5,7,1176,2003,2003
997,0,4,3,0,5,941,548,2,1958,1470,3,8172,60,0,0,6,4,941,1954,1972
1656,0,3,1,639,1,441,528,0,1960,1656,3,31770,141,112,62,5,6,1080,1960,1960
792,0,2,3,0,5,768,240,2,1924,792,2,9022,52,0,0,8,5,768,1924,2006
1694,0,3,3,0,5,1694,818,0,2007,1694,2,12030,93,254,228,5,8,1694,2007,2007
1800,0,3,1,1274,2,526,765,0,2002,1800,2,14331,85,630,78,5,8,1800,2002,2002
1422,915,5,3,0,5,662,560,2,1945,2337,3,13600,85,0,57,5,5,662,1900,1950
1168,678,3,2,196,4,844,315,2,1949,1846,3,10496,78,320,0,6,6,1040,1949,1950
1026,0,3,1,505,2,0,576,2,1981,1026,3,10970,69,0,0,6,6,940,1978,1978
904,0,3,3,0,5,876,408,2,1966,904,3,7162,69,41,0,7,5,876,1966,1966
1126,0,3,3,936,0,190,484,1,1977,1126,3,17400,80,0,41,5,5,1126,1977,1977
1136,1332,4,0,970,2,166,872,3,2004,2468,2,12099,99,388,154,5,8,1136,2004,2004
988,0,1,1,938,0,0,540,2,1969,988,3,21453,69,0,130,5,6,938,1969,1969
1052,0,3,0,1016,6,36,288,1,1968,1052,3,8400,70,168,0,5,5,1052,1968,1968
572,524,2,3,0,5,572,0,3,0,1096,3,9600,60,0,8,5,6,572,1924,1950
1141,0,3,3,0,5,1141,484,2,2005,1141,3,13072,63,0,0,5,6,1141,2005,2005
1012,778,4,3,247,4,485,484,1,1972,1790,3,10400,80,288,0,5,6,732,1972,1972
1004,848,3,2,668,2,336,660,0,1999,1852,2,9066,73,320,106,5,8,1004,1999,2000
520,0,2,0,490,2,30,0,3,0,754,3,6780,60,0,0,8,6,520,1935,1982
624,720,4,3,0,5,624,513,2,1916,1344,3,4571,34,0,0,5,5,624,1916,1950
2207,0,3,1,912,2,1035,576,1,1970,2207,3,19900,69,287,0,5,7,1947,1970,1989
1307,1051,5,3,0,5,907,360,3,1908,2358,3,45600,75,0,40,8,6,907,1908,1997
1175,1540,4,3,575,2,487,831,0,1994,2715,2,8963,69,289,204,9,8,1142,1976,1996
1364,0,2,0,659,2,705,484,1,2005,1364,2,7052,43,240,36,5,7,1364,2005,2005
1253,0,3,3,0,5,1237,402,0,1995,1253,3,7875,63,38,21,5,7,1237,1995,1996
1328,0,3,3,569,0,678,528,2,1963,1328,3,9790,69,451,26,5,6,1328,1963,1963
1422,0,3,3,0,5,978,286,1,1960,1422,3,12342,69,0,0,5,5,978,1960,1978
1186,800,3,3,454,1,314,486,2,1965,1986,3,13600,85,176,42,6,7,768,1965,1990
952,0,2,3,0,5,952,192,2,1916,952,1,8854,69,0,98,6,6,952,1916,1950
1660,0,3,2,1220,2,440,500,1,2006,1660,2,10182,85,420,50,5,8,1660,2006,2006
2234,0,1,3,1904,2,312,1166,0,2009,2234,0,17423,63,748,60,5,9,2216,2008,2009
790,0,2,2,384,6,384,160,2,1925,790,3,6292,52,0,141,5,6,768,1930,1950
1340,0,3,0,24,2,1316,396,0,2007,1340,2,8899,73,0,30,5,7,1340,2007,2007
1610,0,3,2,1200,0,410,480,1,1977,1610,2,10603,69,28,68,7,6,1610,1977,2001
1361,1259,4,3,498,2,652,600,1,1977,2620,3,18890,69,1,24,5,5,1361,1977,1977
1248,0,2,0,16,2,1232,438,0,2005,1248,2,3010,43,16,0,5,7,1248,2005,2006
912,0,3,2,832,2,80,288,3,1962,912,2,6768,65,0,0,8,6,912,1961,1996
943,0,3,1,828,2,115,472,0,1998,1638,3,9042,59,0,38,5,6,943,1998,1998
1622,0,3,0,1159,1,90,1356,0,1975,1622,3,32463,69,149,0,4,4,1249,1961,1975
1436,884,3,3,774,0,104,180,2,1945,2320,2,7259,61,0,0,8,6,1028,1945,2002
1144,0,3,3,572,4,572,456,2,1961,1144,3,7875,75,136,0,6,5,1144,1961,1961
848,672,3,3,182,4,611,281,2,1968,1520,3,4500,55,0,0,5,5,793,1932,2000
1516,0,3,3,196,4,975,472,1,1964,1516,3,10004,100,180,0,6,6,1516,1964,1964
1498,0,2,2,0,5,1498,675,3,2006,1498,2,8990,73,0,33,5,7,1498,2006,2006
804,1157,3,3,690,0,114,560,0,2001,1961,2,12209,71,0,192,5,6,804,2001,2002
728,728,3,3,0,5,728,440,0,2006,1456,2,11103,85,0,0,5,7,728,2006,2006
1207,1196,0,2,0,5,1032,349,2,1940,2403,3,24090,69,0,0,7,7,1032,1940,1950
1944,0,3,1,1274,6,622,708,0,2003,1944,0,12378,90,0,175,5,9,1896,2003,2004
1368,0,2,3,0,5,1368,474,1,2005,1368,2,6955,48,94,35,5,7,1368,2005,2006
882,908,3,3,633,2,240,588,1,1999,1790,2,9179,68,158,88,5,7,873,1999,1999
1476,1237,3,0,1330,2,122,858,0,2008,2713,0,14948,67,268,66,5,9,1452,2008,2008
720,551,0,3,0,5,720,312,3,1948,1271,3,21286,115,0,0,5,5,720,1948,1950
1872,0,3,0,929,2,916,604,3,1988,1872,3,10400,80,102,39,5,7,1845,1988,1988
1190,900,3,2,828,2,180,577,0,1984,2090,2,5062,69,0,0,5,7,1190,1984,1984
882,914,3,2,706,2,88,546,1,1998,1796,3,9531,69,0,36,5,6,794,1998,1998
1302,0,3,0,0,5,1302,436,0,2007,1302,2,8993,73,0,22,5,7,1302,2007,2007
2524,0,4,3,1104,0,1420,542,0,1981,2524,2,9600,80,0,120,5,8,2524,1981,1981
840,534,2,3,315,0,420,338,0,1967,1374,3,5400,90,0,0,6,4,840,1920,1950
764,862,2,3,567,2,197,474,1,2003,1626,2,2268,36,106,27,5,7,764,2003,2004
735,299,2,3,0,6,735,240,2,1940,1034,3,10134,60,0,39,6,5,735,1940,1950
1518,0,1,1,1218,2,300,588,1,2003,1518,0,12677,62,472,140,5,8,1518,2003,2004
1226,592,4,3,224,3,816,240,3,1951,1818,3,7758,69,600,0,4,7,1040,1931,1950
1661,0,3,3,0,5,1649,598,1,1998,1661,2,12137,48,442,34,5,7,1649,1998,1998
1096,895,3,2,297,4,0,432,2,1977,1991,3,11275,69,480,0,7,6,854,1932,1950
832,650,3,3,624,0,26,324,2,1930,1482,3,9000,50,0,0,9,7,650,1920,1988
1742,0,2,1,1148,2,594,564,1,1985,1742,2,6563,69,0,28,5,8,1742,1985,1985
686,564,3,3,0,5,686,280,3,1955,1250,1,8248,45,0,0,7,5,686,1918,1950
816,0,3,3,0,5,816,528,2,1985,1176,3,6240,52,0,0,6,6,816,1934,1950
927,988,3,2,789,2,119,506,0,1992,1915,2,10041,80,0,150,5,8,908,1992,1992
1192,403,2,3,388,3,552,240,2,1940,1595,3,8400,60,0,0,5,6,940,1940,2000
1661,0,3,0,831,1,161,377,1,1955,1661,2,9600,80,0,28,6,6,992,1955,1996
832,1103,3,3,544,2,288,552,0,2009,1935,3,8004,75,110,150,5,8,832,2009,2009
1795,0,3,3,0,6,1777,534,1,2002,1795,2,9742,75,281,159,5,8,1777,2002,2002
847,1081,4,3,0,6,847,434,0,2003,1928,2,8200,65,0,48,5,7,847,2003,2004
1159,0,3,3,673,1,378,336,2,1968,1159,3,11553,69,188,0,5,5,1051,1968,1968
855,601,3,3,311,6,544,440,2,1978,1456,3,2280,24,0,0,5,6,855,1978,1978
1137,817,3,3,341,1,457,431,3,1939,1954,2,15660,69,312,119,9,7,798,1939,2006
2028,0,2,1,1460,2,408,880,1,2005,2028,2,11443,88,208,66,5,8,1868,2005,2006
2898,0,2,0,1165,0,0,665,0,1976,2898,2,15498,69,0,72,6,8,1565,1976,1976
814,860,3,3,533,2,281,663,1,2000,1674,2,7500,69,0,96,5,7,814,2000,2000
974,0,3,2,212,1,762,0,3,0,974,3,10712,63,0,28,5,5,974,1991,1992
1091,898,3,2,932,2,133,586,0,2002,1989,2,11367,90,210,60,5,8,1065,2002,2002
1080,1017,3,3,50,1,499,678,3,1993,2097,2,11228,59,0,187,5,7,1080,1993,1993
1442,0,3,3,0,5,1424,500,3,1990,1442,3,11851,99,0,34,5,7,1424,1990,1990
1130,0,2,3,821,6,299,720,2,1970,1130,3,10800,60,0,0,6,5,1120,1920,1950
1133,687,4,3,329,4,697,240,2,1925,1820,3,9120,60,0,100,6,7,1026,1925,1950
1378,741,3,3,0,5,689,583,3,1972,2119,3,10448,69,333,104,6,6,689,1972,1972
1264,1312,4,3,0,5,1234,666,0,2006,2576,0,12438,82,466,100,5,8,1234,2006,2006
780,240,2,3,0,5,780,0,3,0,1020,3,6342,54,0,0,8,5,780,1875,1996
1095,679,4,3,0,5,1095,779,2,1920,1774,3,9600,60,0,0,2,4,1095,1900,1950
904,0,1,1,350,1,333,0,3,0,904,1,10020,69,0,0,1,1,683,1922,1950
673,709,3,3,641,2,32,490,2,2000,1382,2,2651,69,0,50,5,7,673,2000,2000
1518,1518,4,2,0,5,1107,840,2,1993,3608,0,22950,90,0,260,9,10,1107,1892,1993
1178,1032,5,2,0,5,1008,205,2,1930,2210,1,9900,90,0,48,4,6,1008,1880,1950
806,766,3,3,0,5,806,373,0,1995,1572,3,10364,69,0,40,5,6,806,1995,1996
1824,0,2,1,1219,2,424,739,2,1971,1824,2,115149,69,351,48,5,7,1643,1971,2002
1056,0,3,3,775,1,281,304,2,1968,1056,3,8450,65,0,85,6,5,1056,1968,1968
949,272,4,3,392,1,392,392,2,1965,1221,3,9738,60,0,0,7,5,784,1924,1950
1362,0,0,3,288,0,700,504,3,1961,1362,3,10197,80,491,20,5,6,1362,1961,1961
848,0,1,1,697,2,151,420,1,2004,848,2,4426,69,147,0,5,6,848,2004,2004
1434,0,3,3,20,2,1434,527,1,2001,1434,2,8529,65,0,39,5,7,1454,2001,2001
1208,0,2,3,664,2,544,628,1,2007,1208,2,6762,64,108,54,5,7,1208,2007,2007
1096,370,3,3,626,0,170,566,3,1950,1466,2,10800,60,0,21,8,5,796,1936,1989
1987,0,2,1,1314,2,672,691,0,1994,1987,2,14303,91,554,36,5,8,1986,1994,1994
1325,1093,3,1,1173,2,138,983,1,1993,2418,2,10542,96,651,154,5,7,1311,1993,1994
1314,0,2,3,904,2,410,626,1,2008,1314,2,5063,34,166,62,5,7,1314,2007,2008
970,739,3,3,0,5,970,380,2,2004,1709,2,2522,24,50,40,5,7,970,2004,2004
672,546,3,3,0,6,672,0,3,0,1218,3,1680,21,236,0,5,6,672,1971,1971
1440,1440,8,3,256,3,1184,0,3,0,3395,1,10896,60,0,110,7,6,1440,1914,1995
1200,0,3,1,1200,2,0,0,3,0,1200,3,10800,60,0,0,5,5,1200,1987,1988
912,0,2,3,111,1,522,297,0,1958,912,3,7535,70,0,285,7,5,912,1958,1985
2444,1872,4,1,1455,2,989,832,0,1994,4316,0,21535,104,1170,50,6,10,2444,1994,1995
856,854,3,3,706,2,150,548,1,2003,1710,2,8450,65,196,61,5,7,856,2003,2003
1234,1140,4,3,0,5,1181,656,0,2003,2374,0,11999,93,340,100,5,8,1181,2003,2004
860,704,3,3,275,4,429,234,2,1941,1564,1,12000,75,0,0,7,7,704,1941,1950
1466,0,3,3,176,6,1290,528,0,1959,1466,1,17755,134,132,140,4,5,1466,1959,1959
1383,0,3,3,565,4,818,292,3,1960,1383,3,11600,80,175,45,5,6,1383,1960,1960
1535,0,4,4,0,6,0,410,2,1979,1535,3,7018,64,0,0,5,5,0,1979,1979
990,0,3,3,716,0,274,576,2,1996,990,3,13568,43,0,0,5,5,990,1995,1995
918,728,4,3,364,4,554,240,2,1941,1646,3,7128,53,0,0,5,7,918,1941,1950
908,1020,4,3,0,5,1020,440,2,1910,1928,1,9142,69,0,60,8,6,1020,1910,1950
1040,685,3,3,315,2,114,550,1,1979,1725,3,11584,80,96,88,6,7,539,1979,1979
2129,743,4,3,700,2,983,541,0,1992,2872,2,10678,85,337,33,5,8,1683,1992,2000
1092,1020,4,2,500,0,176,576,2,1969,2112,3,11075,85,0,0,5,6,952,1969,1969
757,567,3,3,672,1,0,240,2,1936,1324,3,6000,50,0,0,6,4,672,1936,1950
520,600,2,3,0,5,600,480,1,2005,1200,2,3180,30,0,166,5,7,600,2005,2005
672,672,3,3,456,4,216,468,2,1964,1344,3,10690,59,0,128,7,5,672,1920,1997
840,828,3,3,0,6,840,500,1,2003,1668,2,11317,72,101,68,5,7,840,2003,2003
1040,0,2,4,0,6,0,400,2,1949,1040,3,8544,60,0,0,4,3,0,1950,1950
900,0,3,2,234,6,180,576,2,2005,900,2,7200,60,0,32,7,5,900,1951,2000
1559,0,0,3,338,4,1221,812,2,1948,1559,3,8100,90,0,116,6,5,1559,1948,1973
948,0,3,3,492,0,372,248,2,1954,948,3,10215,75,132,0,5,4,864,1954,1954
923,0,2,3,543,1,261,264,1,1980,923,3,8012,50,0,0,5,6,923,1980,1980
1552,0,3,0,24,2,1528,782,3,2005,1552,2,10084,84,196,20,5,7,1552,2005,2006
961,0,0,3,216,0,540,642,2,1998,1717,2,9550,60,0,35,5,7,756,1915,1970
1721,0,3,3,570,4,891,440,1,1968,1721,3,10335,78,0,96,6,5,1461,1968,1993
483,504,2,3,330,1,153,264,2,1973,987,3,1680,21,158,0,5,6,483,1973,1973
1200,0,3,3,334,0,322,521,1,1995,1200,2,11249,105,0,26,5,6,1200,1995,1995
1148,568,3,3,292,3,476,281,2,1949,1716,3,11409,60,0,0,4,5,768,1949,2008
894,0,3,3,553,2,224,336,2,1973,894,3,8450,65,0,144,8,5,894,1965,2009
1771,0,3,4,0,6,0,336,2,1960,1771,3,21750,100,75,0,4,5,0,1960,2006
1173,0,3,1,885,2,0,528,1,1974,1173,2,10625,85,81,120,6,7,1053,1974,1974
1287,0,3,3,72,0,733,576,0,1997,1287,2,9830,69,0,17,7,5,1063,1959,2006
1382,0,3,3,547,4,504,459,3,1974,1382,3,11235,75,51,82,5,4,1051,1963,1979
1214,1306,4,3,565,2,638,721,3,1995,2520,2,9950,82,290,114,5,7,1203,1995,1995
1215,0,3,3,585,4,630,297,2,1958,1215,3,12400,66,176,0,7,6,1215,1958,1998
1203,1323,4,3,740,2,425,844,3,1994,2526,2,10120,92,391,78,5,8,1165,1994,1994
600,600,2,3,0,5,600,480,1,2004,1200,2,3182,30,0,172,5,7,600,2004,2005
1728,0,4,3,1606,0,122,560,2,1976,1728,3,9297,63,0,0,5,5,1728,1976,1976
902,808,3,3,0,5,576,480,2,1990,1710,3,10300,50,0,11,6,7,576,1921,1950
1407,985,3,3,1074,2,322,870,0,1997,2392,2,9452,82,423,70,5,8,1396,1997,1998
1014,730,3,3,402,1,594,457,1,1993,1744,2,9453,69,0,70,7,7,996,1993,2003
822,843,3,3,0,5,813,562,1,2007,1665,2,8125,65,0,0,6,7,813,2007,2007
1282,1414,4,0,984,2,280,792,3,2007,2696,0,9965,77,220,184,5,7,1264,2007,2007
864,0,3,3,616,0,248,528,2,1974,864,3,9000,60,0,0,6,4,864,1971,1971
672,0,2,3,344,4,328,234,2,1941,672,3,9340,50,0,113,6,4,672,1941,1950
1320,0,3,0,328,3,285,564,3,1966,1320,3,11777,96,97,68,6,5,1164,1966,1966
958,0,2,3,120,0,958,440,1,1977,958,3,4928,69,0,205,5,6,1078,1976,1976
1710,0,3,2,0,5,1710,550,3,2004,1710,2,12118,43,108,48,5,7,1710,2004,2005
1265,0,3,1,633,0,586,502,1,1965,1265,2,9350,85,0,92,8,5,1219,1965,1999
1456,0,2,1,0,5,1273,400,0,2003,1456,2,3196,69,40,20,5,8,1273,2003,2003
1067,472,0,3,0,5,927,576,2,1995,1539,3,6120,51,0,0,6,5,927,1936,1950
1959,0,5,3,0,5,1907,766,2,1989,1959,3,11070,82,70,0,5,7,1907,1988,1989
1008,0,4,3,0,5,1008,0,3,0,1522,3,6000,60,0,0,5,5,1008,1926,1950
1124,0,3,4,0,6,0,0,3,0,1124,3,8335,77,0,36,5,5,0,1954,1954
1107,983,3,2,859,0,216,484,3,1973,2090,3,10382,69,240,204,6,7,1107,1973,1973
1214,0,2,3,698,0,420,461,2,1965,1214,3,9170,70,0,0,7,5,1214,1965,1965
1779,0,3,2,306,0,372,454,2,1955,1779,3,17920,102,0,418,4,5,1763,1955,1974
1629,0,3,0,1300,2,316,808,0,2002,1629,2,14536,85,236,252,5,8,1616,2002,2003
1554,0,2,2,24,2,1530,627,1,2006,1554,2,4590,34,108,73,5,8,1554,2006,2006
993,1243,4,3,0,5,964,642,0,1997,2236,2,13006,69,285,0,5,7,964,1997,1997
796,0,2,3,0,5,796,0,3,0,796,3,3636,40,0,0,4,4,796,1922,1950
840,840,0,3,0,5,840,308,3,1960,1680,3,15576,63,0,0,7,6,840,1915,1976
848,0,1,0,686,2,162,420,0,2003,848,2,4435,37,170,0,5,6,848,2003,2003
1142,0,3,3,874,0,268,528,0,1976,1142,3,4224,44,0,90,5,5,1142,1976,1976
1252,0,1,1,429,1,93,564,1,1960,1252,3,13500,69,0,0,7,6,1602,1960,1975
1684,0,2,3,28,2,1656,564,1,2005,1684,0,8849,63,616,72,5,9,1684,2005,2005
2000,0,3,3,1464,2,536,888,3,2004,2000,2,10386,80,246,0,5,8,2000,2004,2005
1616,0,3,0,0,5,1616,834,1,2005,1616,2,8688,73,228,59,5,7,1616,2005,2005
1299,573,3,0,990,2,309,531,1,2001,1872,0,11885,69,108,122,5,8,1299,2001,2001
1042,534,3,3,0,5,1042,225,2,1928,1576,3,6240,52,0,0,6,5,1042,1928,1950
1175,807,3,0,421,2,386,575,3,1989,1982,2,11287,82,340,84,6,7,807,1989,1989
988,0,3,3,534,1,246,276,2,1950,988,3,7200,60,0,80,7,5,876,1950,1950
1844,0,2,3,976,2,868,620,0,2005,1844,2,10994,88,366,44,5,8,1844,2005,2006
1258,0,3,3,656,0,602,528,3,1971,1258,2,11040,80,144,0,7,6,1258,1971,2004
1288,0,1,3,786,2,474,500,0,1996,1288,0,14963,38,0,30,5,8,1260,1996,1996
1634,0,3,3,0,5,1626,866,3,2006,1634,2,11428,98,248,44,5,8,1626,2006,2006
855,0,3,3,257,0,103,440,2,1974,1322,3,2308,24,0,0,5,6,855,1974,1974
707,707,3,0,0,5,707,403,0,2004,1414,2,9056,74,0,35,5,8,707,2004,2004
1504,0,3,1,690,2,814,478,0,1996,1504,2,11883,73,196,66,5,7,1504,1996,1996
1670,0,3,3,0,5,1670,690,1,2006,1670,2,14859,50,27,60,5,7,1670,2006,2006
1516,651,0,1,125,3,36,518,1,1974,2167,2,17542,69,0,47,7,7,1192,1974,2003
1069,0,2,3,559,0,510,440,1,1977,1069,3,4043,53,0,55,6,6,1069,1977,1977
1072,0,2,1,547,2,0,525,0,2005,1072,3,3675,35,82,44,5,6,547,2005,2006
1572,0,3,1,1159,4,413,995,1,1963,1572,3,35133,50,226,263,4,5,1572,1963,1963
1188,561,0,3,1088,3,0,456,2,1963,1869,3,8820,98,0,0,6,5,1088,1890,1996
882,0,1,3,0,5,882,0,3,0,882,3,5500,55,0,0,6,4,882,1956,1956
1922,0,3,1,1249,2,673,676,0,2005,1922,2,14157,86,200,51,5,9,1922,2005,2006
780,0,2,0,632,0,148,352,2,1973,780,3,7200,60,0,0,7,5,780,1972,1972
1021,580,0,3,0,5,533,300,1,1958,1601,3,13825,85,0,34,6,5,533,1958,1987
1530,0,0,0,1274,0,256,430,0,2005,1530,2,16158,124,16,36,5,7,1530,2005,2005
833,0,3,3,625,6,208,0,3,0,833,3,8780,69,0,0,5,5,833,1985,1985
679,504,2,3,331,0,318,308,2,1981,1183,3,6000,50,0,176,7,3,649,1948,2002
1040,0,3,3,659,0,381,260,2,1962,1040,3,6897,69,0,104,8,5,1040,1962,2010
1466,1362,4,1,1150,2,316,1052,1,2006,2828,2,9965,77,340,144,5,8,1466,2006,2007
1032,220,3,3,280,1,752,288,2,1950,1252,3,9600,80,0,0,5,6,1032,1950,1950
1246,0,3,3,340,3,0,305,1,1959,1246,2,7500,75,0,0,7,5,1246,1959,1994
904,0,2,3,0,5,884,180,2,1926,904,3,6000,50,0,0,7,6,884,1926,2004
966,686,4,3,686,3,0,416,2,1961,1652,3,10800,60,0,0,6,5,686,1915,1950
1036,0,3,3,375,4,457,288,2,1949,1268,3,12144,60,0,28,7,5,832,1949,1950
1172,741,3,3,0,5,896,342,3,1929,1913,3,7558,57,0,0,6,6,896,1928,1950
1358,0,0,2,733,6,625,484,1,2010,1358,2,6371,44,128,35,5,7,1358,2009,2010
1657,0,3,3,1237,3,420,484,2,1970,1657,3,12155,69,0,0,3,6,1657,1970,1970
838,0,2,2,210,4,0,275,0,1961,838,1,10267,55,0,0,7,6,816,1918,2000
1022,1038,3,3,772,0,220,390,1,1999,2060,2,8755,69,298,0,5,7,992,1999,1999
764,862,2,3,573,2,191,474,1,2003,1626,2,2448,36,106,27,5,7,764,2003,2004
663,689,4,3,371,0,292,299,0,1969,1352,3,9364,80,143,36,7,6,663,1969,1969
968,408,3,3,368,4,359,240,2,1941,1376,3,9492,79,0,0,5,5,768,1941,1950
